"","X","participant","ProlificParticipantID","font","crowdingDistance_Left","crowdingDistance_Right","questSD_Left","questSD_Right","CMFRT","CMMNT","readingSpeedMeanWPM","questMeanAtEndOfTrialsLoop","rsvpQuestSD","rsvpReadingSpeed","BTY","CMFRTOR","readingCorpus","readingPC","STAB_1","STAB_2","STAB_3","COMP_1","COMP_2","COMP_3","FONTS","AGE","ART","MUSIC","USE","SIMP","DYN_1","DYN_2","DYN_3","CLIKE_1","CLIKE_2","CLIKE_3","ABT","SEX","ARTIST","MUSICIAN","BC","MIN","DLIKE_1","DLIKE_2","DLIKE_3","CBEAUT_1","CBEAUT_2","CBEAUT_3","PROF","ARTYR","MUSICYR","CHALL","BEH","DBEUT_1","DBEUT_2","DBEUT_3","EDU","GRAPH","READ","ARTCHALL","COMP","ETHN","ABST","LATIN","PRED","SYM","MOD","RAD","SONG","PROB","crowdingBlock","rsvpBlock","readingBlock","cores","deviceBrowser","deviceBrowserVersion","deviceType","deviceSystem","screenSize","timestamp","fontGroup","count_Left","count_Right","logLRCrowdingDistance","logCrowdingDistance_Right","logCrowdingDistance_Left","logBouma","condition","Subcategory","perimetricComplexity","perimetricComplexityMin","perimetricComplexityMax","perimetricComplexitySD","perimetricComplexityWCapitals","NadineCategory","HannesCategory","LauraCategory","Category","Category2","xHeightToNominal","spacingToNominal"
"688",1393,"JollyYellowLemon282","65e00891e4c0c8cad9c1583a","Frutiger",1.006578988,0.554707121,0.045955614,0.060012967,4,"Tress will grow anywhere except for and, or in a desert. If there in water, and dirt in the area trees can grow.",172.266012335927,-1.266352182,0.033089717,1107.90732152501,5,5,"Islands.txt",0.6,"5","3","1",5,5,"6","Yes","27",6,7,7,5,"4","5",5,4,7,"6","This study was to test our eyesight on how we see images at the glimpse of the eye. This study was also about how we view different paintings.","Male","No","No",4,6,"5","4","6","4",7,"6","Self Employed freelancer","0","0",5,4,"5","3","6","High School (including GED)",1,5,2,4,"White/Caucasian",5,4,"It would all depends on how I'm feeling for the day, and what appeals to me.",4,6,4,"Sunflower by Post Malone, and Any type of Jazz music.","No",23,10,18,8,"Microsoft Edge","132.0.0.0","desktop","OS X 10.15.7","1792,1120",2025-01-22 14:19:37.258,"H",35,35,-0.126544199233819,-0.255936258871201,0.00284786040356264,-0.825514203569838,"retest","Sans Serif",16.1878,12.6425,21.8769,2.2107,17.2632,"Text","Text","Text","Text","Sans Serif",0.53,0.52
"689",1394,"JollyYellowLemon282","65e00891e4c0c8cad9c1583a","HautRelief",1.891120052,0.995439729,0.046519094,0.04831064,5,"The paragraph was about how different plants are grown.",NA,-1.077332719,0.033544468,716.941911433791,4,3,"Spiders.txt",0.4,"5","3","1",5,5,"6","Yes","27",6,7,7,5,"4","5",5,4,7,"6","This study was to test our eyesight on how we see images at the glimpse of the eye. This study was also about how we view different paintings.","Male","No","No",4,6,"5","4","6","4",7,"6","Self Employed freelancer","0","0",5,4,"5","3","6","High School (including GED)",1,5,2,4,"White/Caucasian",5,4,"It would all depends on how I'm feeling for the day, and what appeals to me.",4,6,4,"Sunflower by Post Malone, and Any type of Jazz music.","No",23,10,18,8,"Microsoft Edge","132.0.0.0","desktop","OS X 10.15.7","1792,1120",2025-01-22 14:19:37.258,"H",35,35,0.13736703473326,-0.00198503011685703,0.276719099583378,-0.561602969602758,"retest","",17.7752,14.3441,23.7462,1.9733,19.3242,"Display","Display","Display","Display","Display",0.73,0.39
"690",1395,"JollyYellowLemon282","65e00891e4c0c8cad9c1583a","Sabon",NA,1.385631772,0.141400558,0.047596654,2,"Trees will die young, and forests are there to help them.",131.769706815453,-1.231799796,0.032916245,1023.1776533311,5,5,"Colours.txt",0.8,"5","3","1",5,5,"6","Yes","27",6,7,7,5,"4","5",5,4,7,"6","This study was to test our eyesight on how we see images at the glimpse of the eye. This study was also about how we view different paintings.","Male","No","No",4,6,"5","4","6","4",7,"6","Self Employed freelancer","0","0",5,4,"5","3","6","High School (including GED)",1,5,2,4,"White/Caucasian",5,4,"It would all depends on how I'm feeling for the day, and what appeals to me.",4,6,4,"Sunflower by Post Malone, and Any type of Jazz music.","No",23,10,18,8,"Microsoft Edge","132.0.0.0","desktop","OS X 10.15.7","1792,1120",2025-01-22 14:19:37.258,"H",35,35,NA,0.141647832991748,NA,NA,"retest","Serif",12.4718,9.9725,15.6452,1.4725,13.8503,"Text","Text","Text","Text","Serif",0.48,0.48
"691",1486,"LoudGoldCat482","65f366dfcb46b71238e9418d","Baskerville",7.853117253,4.250775947,0.059707929,0.061136566,4,"It was an easy read.",NA,-1.158698914,0.033967483,864.66954831028,3,5,"Beaver.txt",0.6,"6","1","1",7,6,"6","Yes","27",7,7,6,6,"3","3",4,2,1,"3","To see how we interpret different fonts.","Male","Yes","Yes",1,7,"1","2","3","1",1,"1","Forklift Operator","22","14",4,7,"1","1","2","Some college",1,4,5,6,"African-American",5,1,"No",7,4,3,"Bach BWV 858/ Scarlatti k.455","No",23,20,8,16,"Chrome","131.0.0.0","desktop","Windows 10","1920,1080",2025-01-15 18:04:38.751,"C",35,35,0.761755148153441,0.628468214459967,0.895042081846915,0.062785143817422,"test","Serif",12.9612,10.0157,16.7996,1.7726,15.6449,"Text","Text","Text","Text","Serif",0.44,0.46
"692",1487,"LoudGoldCat482","65f366dfcb46b71238e9418d","Rollerscript",14.64357379,16.89999625,0.063725446,0.059821644,5,"It was a little distracting to read, but still easy.",NA,-0.985635121,0.033754449,580.478810877121,5,4,"Winter.txt",0.8,"6","1","1",7,6,"6","Yes","27",7,7,6,6,"3","3",4,2,1,"3","To see how we interpret different fonts.","Male","Yes","Yes",1,7,"1","2","3","1",1,"1","Forklift Operator","22","14",4,7,"1","1","2","Some college",1,4,5,6,"African-American",5,1,"No",7,4,3,"Bach BWV 858/ Scarlatti k.455","No",23,20,8,16,"Chrome","131.0.0.0","desktop","Windows 10","1920,1080",2025-01-15 18:04:38.751,"C",35,35,1.19676684411928,1.22788660824654,1.16564707999201,0.497796839783258,"test","Hand lettering",30.1874,16.275,56.2756,9.7648,32.4904,"Script","Script","Script","Script","Script",0.49,0.46
"693",1488,"LoudGoldCat482","65f366dfcb46b71238e9418d","ScarletWood",10.01446334,10.38067604,0.05721479,0.045129113,7,"It was easy to read and understand.",NA,-1.119231374,0.032937124,789.5554295117,2,4,"Desert.txt",0.6,"6","1","1",7,6,"6","Yes","27",7,7,6,6,"3","3",4,2,1,"3","To see how we interpret different fonts.","Male","Yes","Yes",1,7,"1","2","3","1",1,"1","Forklift Operator","22","14",4,7,"1","1","2","Some college",1,4,5,6,"African-American",5,1,"No",7,4,3,"Bach BWV 858/ Scarlatti k.455","No",23,20,8,16,"Chrome","131.0.0.0","desktop","Windows 10","1920,1080",2025-01-15 18:04:38.751,"C",35,35,1.008426659432,1.0162256377977,1.0006276810663,0.309456655095979,"test","",21.8791,12.7113,36.2848,5.5947,22.8075,"Text","Text","Display","Text","Sans Serif",0.59,0.54
"694",766,"CrazyWhiteDove994","65f366dfcb46b71238e9418d","Baskerville",2.100046895,4.256496179,0.046213507,0.079564636,4,"Easy to read.",259.304526286996,-0.999081632,0.034628141,598.732568260828,2,3,"Islands.txt",1,"7","4","1",4,7,"7","Yes","27",5,7,6,7,"3","2",3,1,1,"1","How we interpret different fonts.","Male","Yes","Yes",1,7,"1","1","1","1",1,"1","Forklift Operator","22","14",3,7,"1","1","1","Some college",1,4,5,5,"African-American",5,1,"No",6,4,1,"Greg Howe - Child's play / Jimi Hendrix - Level","No",35,28,22,16,"Chrome","131.0.0.0","desktop","Windows 10","1920,1080",2025-01-15 19:03:59.728,"C",35,35,0.475640620351608,0.629052247868186,0.32222899283503,-0.223329383984411,"retest","Serif",12.9612,10.0157,16.7996,1.7726,15.6449,"Text","Text","Text","Text","Serif",0.44,0.46
"695",767,"CrazyWhiteDove994","65f366dfcb46b71238e9418d","Rollerscript",11.64383783,7.604053445,0.061852189,0.045318251,5,"A little distracting but easy.",210.990998345353,-0.975271605,0.039661381,566.790882357901,4,2,"Spiders.txt",1,"7","4","1",4,7,"7","Yes","27",5,7,6,7,"3","2",3,1,1,"1","How we interpret different fonts.","Male","Yes","Yes",1,7,"1","1","1","1",1,"1","Forklift Operator","22","14",3,7,"1","1","1","Some college",1,4,5,5,"African-American",5,1,"No",6,4,1,"Greg Howe - Child's play / Jimi Hendrix - Level","No",35,28,22,16,"Chrome","131.0.0.0","desktop","Windows 10","1920,1080",2025-01-15 19:03:59.728,"C",35,35,0.973570654396772,0.881045160637779,1.06609614815576,0.274600650060753,"retest","Hand lettering",30.1874,16.275,56.2756,9.7648,32.4904,"Script","Script","Script","Script","Script",0.49,0.46
"696",768,"CrazyWhiteDove994","65f366dfcb46b71238e9418d","ScarletWood",4.18179002,6.356473661,0.045739557,0.04468606,6,"Easy to read.",171.701112877583,-1.002753199,0.036409921,603.815767186267,1,2,"Colours.txt",0.6,"7","4","1",4,7,"7","Yes","27",5,7,6,7,"3","2",3,1,1,"1","How we interpret different fonts.","Male","Yes","Yes",1,7,"1","1","1","1",1,"1","Forklift Operator","22","14",3,7,"1","1","1","Some college",1,4,5,5,"African-American",5,1,"No",6,4,1,"Greg Howe - Child's play / Jimi Hendrix - Level","No",35,28,22,16,"Chrome","131.0.0.0","desktop","Windows 10","1920,1080",2025-01-15 19:03:59.728,"C",35,35,0.712289236794702,0.803216251766004,0.621362221823401,0.0133192324586836,"retest","",21.8791,12.7113,36.2848,5.5947,22.8075,"Text","Text","Display","Text","Sans Serif",0.59,0.54
"697",2239,"UpSkyShark162","65f5cbcd2324b8dd6f3ff42d","Edwardian",NA,13.73805432,0.195941748,0.056291434,5,"It was okay",NA,-0.961641922,0.03326568,549.279223817408,5,4,"Beaver.txt",0.4,"4","5","4",4,3,"2","Yes","19",6,6,7,7,"5","5",5,4,3,"2","To see how fast people can read based on fonts","Female","Yes","Yes",2,7,"5","6","3","4",3,"2","Contract IT Support","0","10",5,2,"5","6","4","Some college",3,4,5,4,"Asian",5,1,"I don't understand",5,2,4,"Would That I - Hozier
Where The Wild Things Are - Luke Combs","The eye tracking thing was irritating. It keeps saying to move closer and closer to the screen.",41,6,20,8,"Chrome","132.0.0.0","desktop","OS X 10.15.7","1470,920",2025-01-14 15:20:06.18,"B",35,35,NA,1.13792522923576,NA,NA,"test","Script",12.4718,9.9725,15.6452,1.4725,13.8503,"Script","Script","Script","Script","Script",0.36,0.29
"698",2240,"UpSkyShark162","65f5cbcd2324b8dd6f3ff42d","Georgia",2.85285639,1.78811122,0.046449053,0.05756779,5,"It's perfect, but too up close to the screen.",166.911624931033,-1.158881677,0.034265498,865.033501488364,NA,3,"Winter.txt",0.6,"4","5","4",4,3,"2","Yes","19",6,6,7,7,"5","5",5,4,3,"2","To see how fast people can read based on fonts","Female","Yes","Yes",2,7,"5","6","3","4",3,"2","Contract IT Support","0","10",5,2,"5","6","4","Some college",3,4,5,4,"Asian",5,1,"I don't understand",5,2,4,"Would That I - Hozier
Where The Wild Things Are - Luke Combs","The eye tracking thing was irritating. It keeps saying to move closer and closer to the screen.",41,6,20,8,"Chrome","132.0.0.0","desktop","OS X 10.15.7","1470,920",2025-01-14 15:20:06.18,"B",35,35,0.353837219269473,0.252394528291025,0.455279910247922,-0.345132785066545,"test","Serif",14.4882,11.4929,18.0784,1.886,17.6329,"Text","Text","Text","Text","Serif",0.51,0.5
"699",2241,"UpSkyShark162","65f5cbcd2324b8dd6f3ff42d","Museo",5.249544778,6.812461645,0.045588256,0.049277217,6,"Good",NA,-0.989497619,0.033876066,585.664458570224,NA,2,"Desert.txt",0.4,"4","5","4",4,3,"2","Yes","19",6,6,7,7,"5","5",5,4,3,"2","To see how fast people can read based on fonts","Female","Yes","Yes",2,7,"5","6","3","4",3,"2","Contract IT Support","0","10",5,2,"5","6","4","Some college",3,4,5,4,"Asian",5,1,"I don't understand",5,2,4,"Would That I - Hozier
Where The Wild Things Are - Luke Combs","The eye tracking thing was irritating. It keeps saying to move closer and closer to the screen.",41,6,20,8,"Chrome","132.0.0.0","desktop","OS X 10.15.7","1470,920",2025-01-14 15:20:06.18,"B",35,35,0.776712857356871,0.833304070160039,0.720121644553703,0.077742853020852,"test","Sans Serif",15.4746,12.4446,19.7308,1.8676,17.5795,"Text","Text","Text","Text","Sans Serif",0.53,0.52
"700",2257,"WiseBronzeCarrot732","65f5cbcd2324b8dd6f3ff42d","Edwardian",NA,4.117678688,0.317831236,0.084499792,4,"N/A",NA,-1.092658187,0.034605893,742.693182543604,5,4,"Islands.txt",0.2,"5","6","5",5,4,"2","Yes","19",6,7,7,7,"6","6",6,5,4,"3","The study is about reading speeds based on different fonts","Female","Yes","Yes",1,7,"6","6","6","5",4,"2","Contract IT Support","0","10",6,1,"7","6","5","Some college",3,5,6,4,"Asian",4,2,"I just like simple fonts. I'm a simple person, I get straight to the point.",6,3,1,"Where The Wild Things Are - Luke Combs
Oklahoma Smokeshow","The eye tracker kept saying I was too far away, and after disconnecting my ethernet and switching to WIFI, I had to start over again. The directions in the beginning were not very clear.",29,31,18,8,"Chrome","132.0.0.0","desktop","OS X 10.15.7","1470,920",2025-01-14 17:43:44.029,"B",35,35,NA,0.614652454600395,NA,NA,"retest","Script",12.4718,9.9725,15.6452,1.4725,13.8503,"Script","Script","Script","Script","Script",0.36,0.29
"701",2258,"WiseBronzeCarrot732","65f5cbcd2324b8dd6f3ff42d","Georgia",2.824148865,2.446142975,0.052157849,0.055000511,4,"N/A",NA,-1.127524449,0.032992864,804.777265630819,NA,2,"Spiders.txt",0.2,"5","6","5",5,4,"2","Yes","19",6,7,7,7,"6","6",6,5,4,"3","The study is about reading speeds based on different fonts","Female","Yes","Yes",1,7,"6","6","6","5",4,"2","Contract IT Support","0","10",6,1,"7","6","5","Some college",3,5,6,4,"Asian",4,2,"I just like simple fonts. I'm a simple person, I get straight to the point.",6,3,1,"Where The Wild Things Are - Luke Combs
Oklahoma Smokeshow","The eye tracker kept saying I was too far away, and after disconnecting my ethernet and switching to WIFI, I had to start over again. The directions in the beginning were not very clear.",29,31,18,8,"Chrome","132.0.0.0","desktop","OS X 10.15.7","1470,920",2025-01-14 17:43:44.029,"B",35,35,0.419684711433616,0.388481837589419,0.450887585277814,-0.279285292902402,"retest","Serif",14.4882,11.4929,18.0784,1.886,17.6329,"Text","Text","Text","Text","Serif",0.51,0.5
"702",2259,"WiseBronzeCarrot732","65f5cbcd2324b8dd6f3ff42d","Museo",2.704503949,3.54937547,0.050576289,0.067359501,4,"n/a",NA,-1.073109356,0.033934205,710.003690919587,NA,1,"Colours.txt",0,"5","6","5",5,4,"2","Yes","19",6,7,7,7,"6","6",6,5,4,"3","The study is about reading speeds based on different fonts","Female","Yes","Yes",1,7,"6","6","6","5",4,"2","Contract IT Support","0","10",6,1,"7","6","5","Some college",3,5,6,4,"Asian",4,2,"I just like simple fonts. I'm a simple person, I get straight to the point.",6,3,1,"Where The Wild Things Are - Luke Combs
Oklahoma Smokeshow","The eye tracker kept saying I was too far away, and after disconnecting my ethernet and switching to WIFI, I had to start over again. The directions in the beginning were not very clear.",29,31,18,8,"Chrome","132.0.0.0","desktop","OS X 10.15.7","1470,920",2025-01-14 17:43:44.029,"B",35,35,0.491119781726206,0.550151943535798,0.432087619916614,-0.207850222609813,"retest","Sans Serif",15.4746,12.4446,19.7308,1.8676,17.5795,"Text","Text","Text","Text","Sans Serif",0.53,0.52
"703",2176,"TallYellowDragon879","66043087e6f547531945bb3f","Baskerville",1.301779978,2.317263337,0.045628933,0.046946809,4,"It is a nice font because you can easily see what the letters are and it is not too thick that it's distracting.",279.314128639674,-1.153097641,0.033522954,853.589160345622,4,4,"Beaver.txt",0.8,"6","6","3",7,7,"5","Yes","29",5,6,2,5,"5","4",4,5,5,"5","how fonts effect comprehension and eye movement.","Female","No","No",4,3,"4","3","4","4",4,"5","Accountant","0","0",7,5,"4","3","5","Bachelor's degree (4-year)",1,6,7,5,"White/Caucasian",3,1,"no",6,4,4,"Landslide by Fleetwood Mac and New Romantics by Taylor Swift","no",29,26,37,8,"Chrome","131.0.0.0","desktop","OS X 10.15.7","1440,900",2025-01-22 12:17:18.36,"C",35,35,0.239756489009028,0.364975390418111,0.114537587599944,-0.459213515326991,"test","Serif",12.9612,10.0157,16.7996,1.7726,15.6449,"Text","Text","Text","Text","Serif",0.44,0.46
"704",2177,"TallYellowDragon879","66043087e6f547531945bb3f","Rollerscript",8.197245676,3.264285135,0.046465977,0.049897297,5,"You have to concentrate harder because it is harder to read but it looks nicer.",NA,-0.956974139,0.032654506,543.407201223676,5,5,"Winter.txt",0.4,"6","6","3",7,7,"5","Yes","29",5,6,2,5,"5","4",4,5,5,"5","how fonts effect comprehension and eye movement.","Female","No","No",4,3,"4","3","4","4",4,"5","Accountant","0","0",7,5,"4","3","5","Bachelor's degree (4-year)",1,6,7,5,"White/Caucasian",3,1,"no",6,4,4,"Landslide by Fleetwood Mac and New Romantics by Taylor Swift","no",29,26,37,8,"Chrome","131.0.0.0","desktop","OS X 10.15.7","1440,900",2025-01-22 12:17:18.36,"C",35,35,0.713728019324584,0.513788087320965,0.913667951328203,0.0147580149885652,"test","Hand lettering",30.1874,16.275,56.2756,9.7648,32.4904,"Script","Script","Script","Script","Script",0.49,0.46
"705",2178,"TallYellowDragon879","66043087e6f547531945bb3f","ScarletWood",2.803884629,1.249749429,0.04926813,0.046647692,2,"It is easy because it is somewhat thick and not cursive so it's not confusing.",202.807321344301,-1.084760058,0.033248295,729.308555656694,1,4,"Desert.txt",1,"6","6","3",7,7,"5","Yes","29",5,6,2,5,"5","4",4,5,5,"5","how fonts effect comprehension and eye movement.","Female","No","No",4,3,"4","3","4","4",4,"5","Accountant","0","0",7,5,"4","3","5","Bachelor's degree (4-year)",1,6,7,5,"White/Caucasian",3,1,"no",6,4,4,"Landslide by Fleetwood Mac and New Romantics by Taylor Swift","no",29,26,37,8,"Chrome","131.0.0.0","desktop","OS X 10.15.7","1440,900",2025-01-22 12:17:18.36,"C",35,35,0.272291543407333,0.0968229469991781,0.447760139815488,-0.426678460928686,"test","",21.8791,12.7113,36.2848,5.5947,22.8075,"Text","Text","Display","Text","Sans Serif",0.59,0.54
"706",1576,"LuckyFireSheep550","66043087e6f547531945bb3f","Baskerville",1.403825599,0.877393908,0.045971381,0.046970281,4,"it is normal to read that font because it is common and typical.",NA,-1.061755742,0.034234743,691.682825679603,3,4,"Islands.txt",0.4,"7","3","2",4,4,"5","Yes","29",4,5,4,5,"4","4",5,5,5,"4","how fonts affect comprehension and vision","Female","No","No",5,4,"5","3","4","5",5,"5","Accountant","0","0",7,5,"4","4","3","Bachelor's degree (4-year)",1,7,7,6,"White/Caucasian",3,1,"no",7,4,4,"Landslide by Fleetwood Mac and New Romantics by Taylor Swift.","no",23,41,22,8,"Chrome","131.0.0.0","desktop","OS X 10.15.7","1440,900",2025-01-22 13:52:10.336,"C",35,35,0.0452538861148113,-0.0568053853529665,0.147313157582589,-0.653716118221208,"retest","Serif",12.9612,10.0157,16.7996,1.7726,15.6449,"Text","Text","Text","Text","Serif",0.44,0.46
"707",1577,"LuckyFireSheep550","66043087e6f547531945bb3f","Rollerscript",7.024766883,4.241978708,0.046230025,0.047557579,5,"it is hard to read so you have a concentrate harder, but it looks nicer.",NA,-0.818813748,0.031709796,395.334757095659,5,4,"Spiders.txt",0.2,"7","3","2",4,4,"5","Yes","29",4,5,4,5,"4","4",5,5,5,"4","how fonts affect comprehension and vision","Female","No","No",5,4,"5","3","4","5",5,"5","Accountant","0","0",7,5,"4","4","3","Bachelor's degree (4-year)",1,7,7,6,"White/Caucasian",3,1,"no",7,4,4,"Landslide by Fleetwood Mac and New Romantics by Taylor Swift.","no",23,41,22,8,"Chrome","131.0.0.0","desktop","OS X 10.15.7","1440,900",2025-01-22 13:52:10.336,"C",35,35,0.737100200527266,0.627568484307531,0.846631916747001,0.0381301961912474,"retest","Hand lettering",30.1874,16.275,56.2756,9.7648,32.4904,"Script","Script","Script","Script","Script",0.49,0.46
"708",1578,"LuckyFireSheep550","66043087e6f547531945bb3f","ScarletWood",1.148862796,1.495516269,0.045784647,0.046461671,3,"It is less harsh so it's nice to read.",NA,-0.973331252,0.032972567,564.264206822966,4,3,"Colours.txt",0.4,"7","3","2",4,4,"5","Yes","29",4,5,4,5,"4","4",5,5,5,"4","how fonts affect comprehension and vision","Female","No","No",5,4,"5","3","4","5",5,"5","Accountant","0","0",7,5,"4","4","3","Bachelor's degree (4-year)",1,7,7,6,"White/Caucasian",3,1,"no",7,4,4,"Landslide by Fleetwood Mac and New Romantics by Taylor Swift.","no",23,41,22,8,"Chrome","131.0.0.0","desktop","OS X 10.15.7","1440,900",2025-01-22 13:52:10.336,"C",35,35,0.117529653819435,0.174791141873184,0.0602681657656863,-0.581440350516584,"retest","",21.8791,12.7113,36.2848,5.5947,22.8075,"Text","Text","Display","Text","Sans Serif",0.59,0.54
"709",1564,"LuckyBrownDuck080","660cda55786e37b1cbb49717","Baskerville",0.744305061,0.617547324,0.050635685,0.047512493,6,"I thought it felt more relaxing and easy to read",236.290415506486,-0.9801347,0.032626472,573.173298452045,6,4,"Beaver.txt",0.8,"5","2","2",4,7,"5","Yes","38",5,7,4,7,"1","1",4,3,3,"1","How different fonts affect people's ability to process information","Male","No","No",1,6,"1","1","1","3",4,"1","Real Estate/Construction","0","0",2,7,"1","1","1","High School (including GED)",1,5,1,1,"African-American",2,1,"No there is not",5,2,1,"Man in the Mirror, Human Nature","No, I did not",29,6,37,10,"Chrome","131.0.0.0","desktop","OS X 10.15.7","1512,945",2025-01-15 13:26:16.959,"C",35,35,-0.168789391907116,-0.209329755858502,-0.12824902795573,-0.867759396243135,"test","Serif",12.9612,10.0157,16.7996,1.7726,15.6449,"Text","Text","Text","Text","Serif",0.44,0.46
"710",1565,"LuckyBrownDuck080","660cda55786e37b1cbb49717","Rollerscript",3.270162397,4.083758813,0.048967447,0.045261962,1,"It was tough and difficult to read",NA,-0.8822542,0.033546876,457.515119095811,3,1,"Winter.txt",0.4,"5","2","2",4,7,"5","Yes","38",5,7,4,7,"1","1",4,3,3,"1","How different fonts affect people's ability to process information","Male","No","No",1,6,"1","1","1","3",4,"1","Real Estate/Construction","0","0",2,7,"1","1","1","High School (including GED)",1,5,1,1,"African-American",2,1,"No there is not",5,2,1,"Man in the Mirror, Human Nature","No, I did not",29,6,37,10,"Chrome","131.0.0.0","desktop","OS X 10.15.7","1512,945",2025-01-15 13:26:16.959,"C",35,35,0.562814702537936,0.611060084718422,0.51456932035745,-0.136155301798082,"test","Hand lettering",30.1874,16.275,56.2756,9.7648,32.4904,"Script","Script","Script","Script","Script",0.49,0.46
"711",1566,"LuckyBrownDuck080","660cda55786e37b1cbb49717","ScarletWood",0.745976544,0.693564688,0.05393151,0.046833844,1,"It is very draining on my eyes and tiring",326.083282465667,-1.060677951,0.032875734,689.968400842474,5,2,"Desert.txt",0.8,"5","2","2",4,7,"5","Yes","38",5,7,4,7,"1","1",4,3,3,"1","How different fonts affect people's ability to process information","Male","No","No",1,6,"1","1","1","3",4,"1","Real Estate/Construction","0","0",2,7,"1","1","1","High School (including GED)",1,5,1,1,"African-American",2,1,"No there is not",5,2,1,"Man in the Mirror, Human Nature","No, I did not",29,6,37,10,"Chrome","131.0.0.0","desktop","OS X 10.15.7","1512,945",2025-01-15 13:26:16.959,"C",35,35,-0.143093927263925,-0.158913026542717,-0.127274827985132,-0.842063931599944,"test","",21.8791,12.7113,36.2848,5.5947,22.8075,"Text","Text","Display","Text","Sans Serif",0.59,0.54
